name,name_id,specs,time,to,symop,err,file,line,loc,top,signature,weight,proof_coverage,rank,in_calls,out_calls,proof_trace,cyclomatic
"DaggerComponent Songsandhymnsoflife.getComponent()","com.church.psalm.Songsandhymnsoflife.getComponent():com.church.psalm.di.DaggerComponent",1,0,NONE,18,0,app/src/main/java/com/church/psalm/Songsandhymnsoflife.java,32,39,N,"class com.church.psalm.di.DaggerComponent *DaggerComponent Songsandhymnsoflife.getComponent()(class com.church.psalm.Songsandhymnsoflife *this)",4,0.75,0.00,0,0,32 33,1
"void Songsandhymnsoflife.onCreate()","com.church.psalm.Songsandhymnsoflife.onCreate():void",1,0,NONE,140,0,app/src/main/java/com/church/psalm/Songsandhymnsoflife.java,22,39,N,"void void Songsandhymnsoflife.onCreate()(class com.church.psalm.Songsandhymnsoflife *this)",15,0.93,1.59,0,38,22 23 24 25 26 27 28 29 30,1
"Util.<init>()","com.church.psalm.Util.<init>()",1,0,NONE,18,0,app/src/main/java/com/church/psalm/Util.java,14,33,N,"void Util.<init>()(class com.church.psalm.Util *this)",5,0.80,0.30,0,1,14,1
"boolean Util.isNetworkConnected()","com.church.psalm.Util.isNetworkConnected():boolean",1,0,NONE,180,0,app/src/main/java/com/church/psalm/Util.java,15,33,N,"_Bool boolean Util.isNetworkConnected()()",15,0.87,0.78,1,4,15 17 18 19 20,3
"boolean Util.safeIntent(Intent)","com.church.psalm.Util.safeIntent(android.content.Intent):boolean",1,0,NONE,147,0,app/src/main/java/com/church/psalm/Util.java,23,33,N,"_Bool boolean Util.safeIntent(Intent)(class android.content.Intent *intent)",12,0.92,0.70,0,4,23 25 26 27 29,2
"void DaggerComponent.inject(CategoryActivity)","com.church.psalm.di.DaggerComponent.inject(com.church.psalm.view.activity.CategoryActivity):void",1,0,NONE,6,0,,-1,-1,N,"void void DaggerComponent.inject(CategoryActivity)(class com.church.psalm.di.DaggerComponent *this, class com.church.psalm.view.activity.CategoryActivity *inject_arg_0)",2,1.00,0.00,0,0,-1,1
"void DaggerComponent.inject(MainActivity)","com.church.psalm.di.DaggerComponent.inject(com.church.psalm.view.activity.MainActivity):void",1,0,NONE,6,0,,-1,-1,N,"void void DaggerComponent.inject(MainActivity)(class com.church.psalm.di.DaggerComponent *this, class com.church.psalm.view.activity.MainActivity *inject_arg_0)",2,1.00,0.00,0,0,-1,1
"void DaggerComponent.inject(ScoreActivity)","com.church.psalm.di.DaggerComponent.inject(com.church.psalm.view.activity.ScoreActivity):void",1,0,NONE,6,0,,-1,-1,N,"void void DaggerComponent.inject(ScoreActivity)(class com.church.psalm.di.DaggerComponent *this, class com.church.psalm.view.activity.ScoreActivity *inject_arg_0)",2,1.00,0.00,0,0,-1,1
"void DaggerComponent.inject(SearchActivity)","com.church.psalm.di.DaggerComponent.inject(com.church.psalm.view.activity.SearchActivity):void",1,0,NONE,6,0,,-1,-1,N,"void void DaggerComponent.inject(SearchActivity)(class com.church.psalm.di.DaggerComponent *this, class com.church.psalm.view.activity.SearchActivity *inject_arg_0)",2,1.00,0.00,0,0,-1,1
"void DaggerComponent.inject(ListsFragment)","com.church.psalm.di.DaggerComponent.inject(com.church.psalm.view.fragment.ListsFragment):void",1,0,NONE,6,0,,-1,-1,N,"void void DaggerComponent.inject(ListsFragment)(class com.church.psalm.di.DaggerComponent *this, class com.church.psalm.view.fragment.ListsFragment *inject_arg_0)",2,1.00,0.00,0,0,-1,1
"void DaggerComponent.inject(NumbersFragment)","com.church.psalm.di.DaggerComponent.inject(com.church.psalm.view.fragment.NumbersFragment):void",1,0,NONE,6,0,,-1,-1,N,"void void DaggerComponent.inject(NumbersFragment)(class com.church.psalm.di.DaggerComponent *this, class com.church.psalm.view.fragment.NumbersFragment *inject_arg_0)",2,1.00,0.00,0,0,-1,1
"void DaggerComponent.inject(TabbedFragment)","com.church.psalm.di.DaggerComponent.inject(com.church.psalm.view.fragment.TabbedFragment):void",1,0,NONE,6,0,,-1,-1,N,"void void DaggerComponent.inject(TabbedFragment)(class com.church.psalm.di.DaggerComponent *this, class com.church.psalm.view.fragment.TabbedFragment *inject_arg_0)",2,1.00,0.00,0,0,-1,1
"void DaggerComponent.inject(CatBaseFragment)","com.church.psalm.di.DaggerComponent.inject(com.church.psalm.view.fragment.categories.CatBaseFragment4BB4",1,0,NONE,6,0,,-1,-1,N,"void void DaggerComponent.inject(CatBaseFragment)(class com.church.psalm.di.DaggerComponent *this, class com.church.psalm.view.fragment.categories.CatBaseFragment *inject_arg_0)",2,1.00,0.00,0,0,-1,1
"DaggerDaggerComponent$Builder.<init>()","com.church.psalm.di.DaggerDaggerComponent$Builder.<init>()",1,0,NONE,18,0,app/build/generated/source/apt/debug/com/church/psalm/di/DaggerDaggerComponent.java,111,130,N,"void DaggerDaggerComponent$Builder.<init>()(class com.church.psalm.di.DaggerDaggerComponent$Builder *this)",5,0.80,0.70,3,1,111 112,1
"DaggerDaggerComponent$Builder.<init>(DaggerDaggerComponent$1)","com.church.psalm.di.DaggerDaggerComponent$Builder.<init>(com.church.psalm.di.DaggerDaggerComponent$1B80F",1,0,NONE,20,0,app/build/generated/source/apt/debug/com/church/psalm/di/DaggerDaggerComponent.java,108,130,N,"void DaggerDaggerComponent$Builder.<init>(DaggerDaggerComponent$1)(class com.church.psalm.di.DaggerDaggerComponent$Builder *this, class com.church.psalm.di.DaggerDaggerComponent$1 *x0)",5,0.80,0.70,2,2,108,1
"DaggerModule DaggerDaggerComponent$Builder.access$100(DaggerDaggerComponent$Builder)","com.church.psalm.di.DaggerDaggerComponent$Builder.access$100(com.church.psalm.di.DaggerDaggerCompone4D7C",1,0,NONE,18,0,app/build/generated/source/apt/debug/com/church/psalm/di/DaggerDaggerComponent.java,108,130,N,"class com.church.psalm.di.DaggerModule *DaggerModule DaggerDaggerComponent$Builder.access$100(DaggerDaggerComponent$Builder)(class com.church.psalm.di.DaggerDaggerComponent$Builder *x0)",4,0.75,0.78,5,0,108,1
"DaggerComponent DaggerDaggerComponent$Builder.build()","com.church.psalm.di.DaggerDaggerComponent$Builder.build():com.church.psalm.di.DaggerComponent",2,0,NONE,92,0,app/build/generated/source/apt/debug/com/church/psalm/di/DaggerDaggerComponent.java,114,130,N,"class com.church.psalm.di.DaggerComponent *DaggerComponent DaggerDaggerComponent$Builder.build()(class com.church.psalm.di.DaggerDaggerComponent$Builder *this)",9,1.00,1.45,1,26,114 115 116 118,2
"DaggerDaggerComponent$Builder DaggerDaggerComponent$Builder.daggerModule(DaggerModule)","com.church.psalm.di.DaggerDaggerComponent$Builder.daggerModule(com.church.psalm.di.DaggerModule):comFECA",2,0,NONE,84,0,app/build/generated/source/apt/debug/com/church/psalm/di/DaggerDaggerComponent.java,122,130,N,"class com.church.psalm.di.DaggerDaggerComponent$Builder *DaggerDaggerComponent$Builder DaggerDaggerComponent$Builder.daggerModule(DaggerModule)(class com.church.psalm.di.DaggerDaggerComponent$Builder *this, class com.church.psalm.di.DaggerModule *daggerModule)",9,1.00,0.48,1,1,122 123 125 126,2
"void DaggerDaggerComponent.<clinit>()","com.church.psalm.di.DaggerDaggerComponent.<clinit>():void",1,0,NONE,81,0,app/build/generated/source/apt/debug/com/church/psalm/di/DaggerDaggerComponent.java,29,130,N,"class java.lang.Object *void DaggerDaggerComponent.<clinit>()(class java.lang.String *field)",10,0.90,0.30,0,1,29,2
"DaggerDaggerComponent.<init>(DaggerDaggerComponent$Builder)","com.church.psalm.di.DaggerDaggerComponent.<init>(com.church.psalm.di.DaggerDaggerComponent$Builder)",3,0,NONE,140,0,app/build/generated/source/apt/debug/com/church/psalm/di/DaggerDaggerComponent.java,44,130,N,"void DaggerDaggerComponent.<init>(DaggerDaggerComponent$Builder)(class com.church.psalm.di.DaggerDaggerComponent *this, class com.church.psalm.di.DaggerDaggerComponent$Builder *builder)",12,0.92,1.43,3,23,44 45 46 47,3
"DaggerDaggerComponent.<init>(DaggerDaggerComponent$Builder,DaggerDaggerComponent$1)","com.church.psalm.di.DaggerDaggerComponent.<init>(com.church.psalm.di.DaggerDaggerComponent$Builder,c6424",3,0,NONE,68,0,app/build/generated/source/apt/debug/com/church/psalm/di/DaggerDaggerComponent.java,30,130,N,"void DaggerDaggerComponent.<init>(DaggerDaggerComponent$Builder,DaggerDaggerComponent$1)(class com.church.psalm.di.DaggerDaggerComponent *this, class com.church.psalm.di.DaggerDaggerComponent$Builder *x0, class com.church.psalm.di.DaggerDaggerComponent$1 *x1)",5,1.00,1.43,2,24,30,1
"DaggerDaggerComponent$Builder DaggerDaggerComponent.builder()","com.church.psalm.di.DaggerDaggerComponent.builder():com.church.psalm.di.DaggerDaggerComponent$Builde52B0",1,0,NONE,28,0,app/build/generated/source/apt/debug/com/church/psalm/di/DaggerDaggerComponent.java,49,130,N,"class com.church.psalm.di.DaggerDaggerComponent$Builder *DaggerDaggerComponent$Builder DaggerDaggerComponent.builder()()",5,0.80,0.70,1,3,49 50,1
"void DaggerDaggerComponent.initialize(DaggerDaggerComponent$Builder)","com.church.psalm.di.DaggerDaggerComponent.initialize(com.church.psalm.di.DaggerDaggerComponent$Build48AF",2,0,NONE,568,0,app/build/generated/source/apt/debug/com/church/psalm/di/DaggerDaggerComponent.java,53,130,N,"void void DaggerDaggerComponent.initialize(DaggerDaggerComponent$Builder)(class com.church.psalm.di.DaggerDaggerComponent *this, class com.church.psalm.di.DaggerDaggerComponent$Builder *builder)",52,1.00,1.43,4,22,53 54 55 56 57 58 59 60 61 62 63 64 65 66,1
"void DaggerDaggerComponent.inject(CategoryActivity)","com.church.psalm.di.DaggerDaggerComponent.inject(com.church.psalm.view.activity.CategoryActivity):vo3DBA",1,0,NONE,24,0,app/build/generated/source/apt/debug/com/church/psalm/di/DaggerDaggerComponent.java,100,130,N,"void void DaggerDaggerComponent.inject(CategoryActivity)(class com.church.psalm.di.DaggerDaggerComponent *this, class com.church.psalm.view.activity.CategoryActivity *categoryActivity)",5,0.80,0.30,0,1,100 101,1
"void DaggerDaggerComponent.inject(MainActivity)","com.church.psalm.di.DaggerDaggerComponent.inject(com.church.psalm.view.activity.MainActivity):void",1,0,NONE,24,0,app/build/generated/source/apt/debug/com/church/psalm/di/DaggerDaggerComponent.java,70,130,N,"void void DaggerDaggerComponent.inject(MainActivity)(class com.church.psalm.di.DaggerDaggerComponent *this, class com.church.psalm.view.activity.MainActivity *mainActivity)",5,0.80,0.30,0,1,70 71,1
"void DaggerDaggerComponent.inject(ScoreActivity)","com.church.psalm.di.DaggerDaggerComponent.inject(com.church.psalm.view.activity.ScoreActivity):void",1,0,NONE,32,0,app/build/generated/source/apt/debug/com/church/psalm/di/DaggerDaggerComponent.java,90,130,N,"void void DaggerDaggerComponent.inject(ScoreActivity)(class com.church.psalm.di.DaggerDaggerComponent *this, class com.church.psalm.view.activity.ScoreActivity *scoreActivity)",6,0.83,0.48,0,2,90 91,1
"void DaggerDaggerComponent.inject(SearchActivity)","com.church.psalm.di.DaggerDaggerComponent.inject(com.church.psalm.view.activity.SearchActivity):void",1,0,NONE,24,0,app/build/generated/source/apt/debug/com/church/psalm/di/DaggerDaggerComponent.java,75,130,N,"void void DaggerDaggerComponent.inject(SearchActivity)(class com.church.psalm.di.DaggerDaggerComponent *this, class com.church.psalm.view.activity.SearchActivity *searchActivity)",5,0.80,0.30,0,1,75 76,1
"void DaggerDaggerComponent.inject(ListsFragment)","com.church.psalm.di.DaggerDaggerComponent.inject(com.church.psalm.view.fragment.ListsFragment):void",1,0,NONE,24,0,app/build/generated/source/apt/debug/com/church/psalm/di/DaggerDaggerComponent.java,80,130,N,"void void DaggerDaggerComponent.inject(ListsFragment)(class com.church.psalm.di.DaggerDaggerComponent *this, class com.church.psalm.view.fragment.ListsFragment *listsFrag)",5,0.80,0.30,0,1,80 81,1
"void DaggerDaggerComponent.inject(NumbersFragment)","com.church.psalm.di.DaggerDaggerComponent.inject(com.church.psalm.view.fragment.NumbersFragment):voi1F0E",1,0,NONE,24,0,app/build/generated/source/apt/debug/com/church/psalm/di/DaggerDaggerComponent.java,85,130,N,"void void DaggerDaggerComponent.inject(NumbersFragment)(class com.church.psalm.di.DaggerDaggerComponent *this, class com.church.psalm.view.fragment.NumbersFragment *numFrag)",5,0.80,0.30,0,1,85 86,1
"void DaggerDaggerComponent.inject(TabbedFragment)","com.church.psalm.di.DaggerDaggerComponent.inject(com.church.psalm.view.fragment.TabbedFragment):void",1,0,NONE,24,0,app/build/generated/source/apt/debug/com/church/psalm/di/DaggerDaggerComponent.java,105,130,N,"void void DaggerDaggerComponent.inject(TabbedFragment)(class com.church.psalm.di.DaggerDaggerComponent *this, class com.church.psalm.view.fragment.TabbedFragment *tabbedFragment)",5,0.80,0.30,0,1,105 106,1
"void DaggerDaggerComponent.inject(CatBaseFragment)","com.church.psalm.di.DaggerDaggerComponent.inject(com.church.psalm.view.fragment.categories.CatBaseFr5412",1,0,NONE,24,0,app/build/generated/source/apt/debug/com/church/psalm/di/DaggerDaggerComponent.java,95,130,N,"void void DaggerDaggerComponent.inject(CatBaseFragment)(class com.church.psalm.di.DaggerDaggerComponent *this, class com.church.psalm.view.fragment.categories.CatBaseFragment *baseFragment)",5,0.80,0.30,0,1,95 96,1
"DaggerModule.<init>(Application)","com.church.psalm.di.DaggerModule.<init>(android.app.Application)",1,0,NONE,26,0,app/src/main/java/com/church/psalm/di/DaggerModule.java,23,57,N,"void DaggerModule.<init>(Application)(class com.church.psalm.di.DaggerModule *this, class android.app.Application *app)",6,0.83,0.48,1,1,23 24 25,1
"PresenterCategoryActivity DaggerModule.providesPresenterCategoryActivity()","com.church.psalm.di.DaggerModule.providesPresenterCategoryActivity():com.church.psalm.presenter.acti77E3",1,0,NONE,30,0,app/src/main/java/com/church/psalm/di/DaggerModule.java,54,57,N,"class com.church.psalm.presenter.activity.PresenterCategoryActivity *PresenterCategoryActivity DaggerModule.providesPresenterCategoryActivity()(class com.church.psalm.di.DaggerModule *this)",5,0.80,0.60,2,1,54 55,1
"PresenterListsFragment DaggerModule.providesPresenterListsFragment()","com.church.psalm.di.DaggerModule.providesPresenterListsFragment():com.church.psalm.presenter.fragmenF9A6",1,0,NONE,30,0,app/src/main/java/com/church/psalm/di/DaggerModule.java,36,57,N,"class com.church.psalm.presenter.fragment.PresenterListsFragment *PresenterListsFragment DaggerModule.providesPresenterListsFragment()(class com.church.psalm.di.DaggerModule *this)",5,0.80,0.60,2,1,36 37,1
"PresenterMainActivity DaggerModule.providesPresenterMainActivity()","com.church.psalm.di.DaggerModule.providesPresenterMainActivity():com.church.psalm.presenter.activityCCA8",1,0,NONE,30,0,app/src/main/java/com/church/psalm/di/DaggerModule.java,29,57,N,"class com.church.psalm.presenter.activity.PresenterMainActivity *PresenterMainActivity DaggerModule.providesPresenterMainActivity()(class com.church.psalm.di.DaggerModule *this)",5,0.80,0.60,2,1,29 30,1
"PresenterNumbersFragment DaggerModule.providesPresenterNumbersFragment()","com.church.psalm.di.DaggerModule.providesPresenterNumbersFragment():com.church.psalm.presenter.fragm3783",1,0,NONE,30,0,app/src/main/java/com/church/psalm/di/DaggerModule.java,42,57,N,"class com.church.psalm.presenter.fragment.PresenterNumbersFragment *PresenterNumbersFragment DaggerModule.providesPresenterNumbersFragment()(class com.church.psalm.di.DaggerModule *this)",5,0.80,0.78,2,3,42 43,1
"PresenterSearchActivity DaggerModule.providesPresenterSearchActivity()","com.church.psalm.di.DaggerModule.providesPresenterSearchActivity():com.church.psalm.presenter.activi66B6",1,0,NONE,28,0,app/src/main/java/com/church/psalm/di/DaggerModule.java,48,57,N,"class com.church.psalm.presenter.activity.PresenterSearchActivity *PresenterSearchActivity DaggerModule.providesPresenterSearchActivity()(class com.church.psalm.di.DaggerModule *this)",5,0.80,0.60,2,1,48 49,1
"void DaggerModule_ProvidesPresenterCategoryActivityFactory.<clinit>()","com.church.psalm.di.DaggerModule_ProvidesPresenterCategoryActivityFactory.<clinit>():void",1,0,NONE,81,0,app/build/generated/source/apt/debug/com/church/psalm/di/DaggerModule_ProvidesPresenterCategoryActivityFactory.java,7,29,N,"class java.lang.Object *void DaggerModule_ProvidesPresenterCategoryActivityFactory.<clinit>()(class java.lang.String *field)",10,0.90,0.30,0,1,7,2
"DaggerModule_ProvidesPresenterCategoryActivityFactory.<init>(DaggerModule)","com.church.psalm.di.DaggerModule_ProvidesPresenterCategoryActivityFactory.<init>(com.church.psalm.di9A29",2,0,NONE,98,0,app/build/generated/source/apt/debug/com/church/psalm/di/DaggerModule_ProvidesPresenterCategoryActivityFactory.java,11,29,N,"void DaggerModule_ProvidesPresenterCategoryActivityFactory.<init>(DaggerModule)(class com.church.psalm.di.DaggerModule_ProvidesPresenterCategoryActivityFactory *this, class com.church.psalm.di.DaggerModule *module)",12,0.92,0.95,6,2,11 12 13 14,3
"Factory DaggerModule_ProvidesPresenterCategoryActivityFactory.create(DaggerModule)","com.church.psalm.di.DaggerModule_ProvidesPresenterCategoryActivityFactory.create(com.church.psalm.diCBDA",2,0,NONE,53,0,app/build/generated/source/apt/debug/com/church/psalm/di/DaggerModule_ProvidesPresenterCategoryActivityFactory.java,25,29,N,"class dagger.internal.Factory *Factory DaggerModule_ProvidesPresenterCategoryActivityFactory.create(DaggerModule)(class com.church.psalm.di.DaggerModule *module)",5,1.00,0.95,5,3,25 26,1
"PresenterCategoryActivity DaggerModule_ProvidesPresenterCategoryActivityFactory.get()","com.church.psalm.di.DaggerModule_ProvidesPresenterCategoryActivityFactory.get():com.church.psalm.pre3BEC",1,0,NONE,46,0,app/build/generated/source/apt/debug/com/church/psalm/di/DaggerModule_ProvidesPresenterCategoryActivityFactory.java,17,29,N,"class com.church.psalm.presenter.activity.PresenterCategoryActivity *PresenterCategoryActivity DaggerModule_ProvidesPresenterCategoryActivityFactory.get()(class com.church.psalm.di.DaggerModule_ProvidesPresenterCategoryActivityFactory *this)",9,0.56,0.70,1,3,17 18 19 22,2
"Object DaggerModule_ProvidesPresenterCategoryActivityFactory.get()","com.church.psalm.di.DaggerModule_ProvidesPresenterCategoryActivityFactory.get():java.lang.Object",1,0,NONE,32,0,app/build/generated/source/apt/debug/com/church/psalm/di/DaggerModule_ProvidesPresenterCategoryActivityFactory.java,7,29,N,"class java.lang.Object *Object DaggerModule_ProvidesPresenterCategoryActivityFactory.get()(class com.church.psalm.di.DaggerModule_ProvidesPresenterCategoryActivityFactory *this)",5,0.80,0.70,0,4,7,1
